antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedents1,consequents1
frozenset({1687504}),frozenset({1688064}),0.6021666666666666,0.8699333333333333,0.5709333333333333,0.9481317464710767,1.0898901216235841,0.047088477777777804,2.507635361081466,1687504,1688064
frozenset({1688064}),frozenset({1687504}),0.8699333333333333,0.6021666666666666,0.5709333333333333,0.6562955015710016,1.0898901216235841,0.047088477777777804,1.157486547751765,1688064,1687504
frozenset({1687504}),frozenset({1688960}),0.6021666666666666,0.7210333333333333,0.49443333333333334,0.8210905065042902,1.1387691366616757,0.060251094444444486,1.5592613964521462,1687504,1688960
frozenset({1688960}),frozenset({1687504}),0.7210333333333333,0.6021666666666666,0.49443333333333334,0.6857288151264389,1.1387691366616755,0.060251094444444486,1.2658918554476808,1688960,1687504
frozenset({1687504}),frozenset({1694000}),0.6021666666666666,0.4195333333333333,0.30983333333333335,0.5145308607805149,1.2264361849209795,0.0572043444444445,1.1956819080197647,1687504,1694000
frozenset({1694000}),frozenset({1687504}),0.4195333333333333,0.6021666666666666,0.30983333333333335,0.7385189893532497,1.2264361849209793,0.0572043444444445,1.521461663121645,1694000,1687504
frozenset({1687504}),frozenset({1709008}),0.6021666666666666,0.7364333333333334,0.47683333333333333,0.7918627179629117,1.0752673488836895,0.033377727777777755,1.2663116578014184,1687504,1709008
frozenset({1709008}),frozenset({1687504}),0.7364333333333334,0.6021666666666666,0.47683333333333333,0.647490155252795,1.0752673488836895,0.033377727777777755,1.12857368173258,1709008,1687504
frozenset({1687504}),frozenset({1902656}),0.6021666666666666,0.6296,0.43323333333333336,0.7194575145308608,1.1427215923298297,0.054109200000000024,1.320299131807419,1687504,1902656
frozenset({1902656}),frozenset({1687504}),0.6296,0.6021666666666666,0.43323333333333336,0.6881088521812792,1.1427215923298297,0.054109200000000024,1.2755518587676118,1902656,1687504
frozenset({1687504}),frozenset({2118368}),0.6021666666666666,0.5371,0.38203333333333334,0.6344312205923056,1.181216199203697,0.0586096166666667,1.2662459872804361,1687504,2118368
frozenset({2118368}),frozenset({1687504}),0.5371,0.6021666666666666,0.38203333333333334,0.7112890212871594,1.181216199203697,0.0586096166666667,1.3779639939810835,2118368,1687504
frozenset({1687504}),frozenset({2118592}),0.6021666666666666,0.5501666666666667,0.38843333333333335,0.645059507334625,1.1724801708596637,0.05714130555555558,1.2673485911831983,1687504,2118592
frozenset({2118592}),frozenset({1687504}),0.5501666666666667,0.6021666666666666,0.38843333333333335,0.7060284762193275,1.1724801708596637,0.05714130555555558,1.3533056815059086,2118592,1687504
frozenset({1688624}),frozenset({1688064}),0.3402,0.8699333333333333,0.32376666666666665,0.9516950813247109,1.093986222689146,0.02781534666666663,2.6926174442190653,1688624,1688064
frozenset({1688064}),frozenset({1688624}),0.8699333333333333,0.3402,0.32376666666666665,0.3721741129588474,1.0939862226891457,0.02781534666666663,1.0509283124809274,1688064,1688624
frozenset({1688960}),frozenset({1688064}),0.7210333333333333,0.8699333333333333,0.6889666666666666,0.955526790254727,1.0983908233443869,0.06171573555555554,2.9246071379071354,1688960,1688064
frozenset({1688064}),frozenset({1688960}),0.8699333333333333,0.7210333333333333,0.6889666666666666,0.7919763966587477,1.0983908233443869,0.06171573555555554,1.3410337201449007,1688064,1688960
frozenset({1688064}),frozenset({1690640}),0.8699333333333333,0.3733,0.3591666666666667,0.4128668863514446,1.1059921948873415,0.034420553333333326,1.0673899758532925,1688064,1690640
frozenset({1690640}),frozenset({1688064}),0.3733,0.8699333333333333,0.3591666666666667,0.9621394767389946,1.1059921948873415,0.034420553333333326,3.435416509433965,1690640,1688064
frozenset({1694000}),frozenset({1688064}),0.4195333333333333,0.8699333333333333,0.40073333333333333,0.9551883044652789,1.098001729402957,0.03576730222222224,2.9025160756501203,1694000,1688064
frozenset({1688064}),frozenset({1694000}),0.8699333333333333,0.4195333333333333,0.40073333333333333,0.46064832554218715,1.098001729402957,0.03576730222222224,1.0762303968930569,1688064,1694000
frozenset({1694336}),frozenset({1688064}),0.3344,0.8699333333333333,0.3173666666666667,0.9490629984051038,1.0909606081750751,0.026460960000000033,2.5534810176125298,1694336,1688064
frozenset({1688064}),frozenset({1694336}),0.8699333333333333,0.3344,0.3173666666666667,0.3648172273737451,1.0909606081750751,0.026460960000000033,1.0478873620076008,1688064,1694336
frozenset({1688064}),frozenset({1708336}),0.8699333333333333,0.43146666666666667,0.4147666666666667,0.47677982987202083,1.1050212373424464,0.039419431111111125,1.086604389112657,1688064,1708336
frozenset({1708336}),frozenset({1688064}),0.43146666666666667,0.8699333333333333,0.4147666666666667,0.9612948084054388,1.1050212373424464,0.039419431111111125,3.3604449767132385,1708336,1688064
frozenset({1688064}),frozenset({1709008}),0.8699333333333333,0.7364333333333334,0.7029333333333333,0.8080312667637366,1.0972225593134521,0.06228542888888877,1.372966640053226,1688064,1709008
frozenset({1709008}),frozenset({1688064}),0.7364333333333334,0.8699333333333333,0.7029333333333333,0.9545104784320825,1.0972225593134521,0.06228542888888877,2.859266533996678,1709008,1688064
frozenset({1902656}),frozenset({1688064}),0.6296,0.8699333333333333,0.5816333333333333,0.9238140618382041,1.061936617945671,0.03392330666666665,1.7072266851980538,1902656,1688064
frozenset({1688064}),frozenset({1902656}),0.8699333333333333,0.6296,0.5816333333333333,0.6685952946585946,1.061936617945671,0.03392330666666665,1.1176666897907273,1688064,1902656
frozenset({2118368}),frozenset({1688064}),0.5371,0.8699333333333333,0.517,0.9625768013405325,1.1064949053650077,0.049758806666666655,3.4755625207296834,2118368,1688064
frozenset({1688064}),frozenset({2118368}),0.8699333333333333,0.5371,0.517,0.5942984136715457,1.1064949053650077,0.049758806666666655,1.1409864185870795,1688064,2118368
frozenset({2118592}),frozenset({1688064}),0.5501666666666667,0.8699333333333333,0.5271666666666667,0.9581944865192366,1.1014573758746684,0.0485583444444444,3.1112323671497553,2118592,1688064
frozenset({1688064}),frozenset({2118592}),0.8699333333333333,0.5501666666666667,0.5271666666666667,0.6059851329603801,1.1014573758746684,0.0485583444444444,1.1416658886835878,1688064,2118592
frozenset({2165968}),frozenset({1688064}),0.43833333333333335,0.8699333333333333,0.398,0.9079847908745248,1.0437406592932694,0.016679222222222234,1.4135344352617087,2165968,1688064
frozenset({1688064}),frozenset({2165968}),0.8699333333333333,0.43833333333333335,0.398,0.4575063223235497,1.0437406592932692,0.016679222222222234,1.0353423270706785,1688064,2165968
frozenset({1688064}),frozenset({2207184}),0.8699333333333333,0.37993333333333335,0.3636,0.4179630623036248,1.1000957947981,0.033083328888888874,1.0653390300636383,1688064,2207184
frozenset({2207184}),frozenset({1688064}),0.37993333333333335,0.8699333333333333,0.3636,0.9570100017546938,1.1000957947981,0.033083328888888874,3.025509931972785,2207184,1688064
frozenset({1688064}),frozenset({2515184}),0.8699333333333333,0.4509,0.4075,0.4684266993639359,1.0388704798490482,0.015247059999999979,1.0329713688459596,1688064,2515184
frozenset({2515184}),frozenset({1688064}),0.4509,0.8699333333333333,0.4075,0.9037480594366821,1.0388704798490485,0.015247059999999979,1.3513147465437778,2515184,1688064
frozenset({1688960}),frozenset({1690640}),0.7210333333333333,0.3733,0.31756666666666666,0.4404327123110351,1.1798358218886553,0.04840492333333335,1.1199725462656973,1688960,1690640
frozenset({1690640}),frozenset({1688960}),0.3733,0.7210333333333333,0.31756666666666666,0.8507009554424502,1.1798358218886555,0.04840492333333335,1.8685093899521528,1690640,1688960
frozenset({1694000}),frozenset({1688960}),0.4195333333333333,0.7210333333333333,0.3498,0.8337835690449706,1.1563731252068383,0.047302482222222275,1.6783338750796692,1694000,1688960
frozenset({1688960}),frozenset({1694000}),0.7210333333333333,0.4195333333333333,0.3498,0.4851370717951089,1.1563731252068383,0.047302482222222275,1.1274198138337674,1688960,1694000
frozenset({1688960}),frozenset({1708336}),0.7210333333333333,0.43146666666666667,0.3582,0.496787018630669,1.1513914214246037,0.04709815111111115,1.1298065717348034,1688960,1708336
frozenset({1708336}),frozenset({1688960}),0.43146666666666667,0.7210333333333333,0.3582,0.8301915945611867,1.1513914214246037,0.04709815111111115,1.6428319077949662,1708336,1688960
frozenset({1688960}),frozenset({1709008}),0.7210333333333333,0.7364333333333334,0.5937666666666667,0.8234940594517128,1.1182194262233007,0.06277368555555551,1.493245302950934,1688960,1709008
frozenset({1709008}),frozenset({1688960}),0.7364333333333334,0.7210333333333333,0.5937666666666667,0.8062734802878739,1.1182194262233007,0.06277368555555551,1.4400024688473518,1709008,1688960
frozenset({1688960}),frozenset({1902656}),0.7210333333333333,0.6296,0.495,0.6865147242383617,1.0903982278245896,0.04103741333333333,1.181554696947353,1688960,1902656
frozenset({1902656}),frozenset({1688960}),0.6296,0.7210333333333333,0.495,0.7862134688691231,1.0903982278245894,0.04103741333333333,1.3048842000990584,1902656,1688960
frozenset({2118368}),frozenset({1688960}),0.5371,0.7210333333333333,0.4503666666666667,0.8385154843914852,1.1629358111850843,0.06309966333333333,1.7275134127594163,2118368,1688960
frozenset({1688960}),frozenset({2118368}),0.7210333333333333,0.5371,0.4503666666666667,0.6246128241875087,1.1629358111850843,0.06309966333333333,1.2331268349753697,1688960,2118368
frozenset({1688960}),frozenset({2118592}),0.7210333333333333,0.5501666666666667,0.46063333333333334,0.6388516480976377,1.161196573337118,0.06394482777777777,1.2455638547533712,1688960,2118592
frozenset({2118592}),frozenset({1688960}),0.5501666666666667,0.7210333333333333,0.46063333333333334,0.8372614359285064,1.1611965733371177,0.06394482777777777,1.7142013526929754,2118592,1688960
frozenset({1688960}),frozenset({2165968}),0.7210333333333333,0.43833333333333335,0.33603333333333335,0.4660441033701632,1.0632184867760377,0.019980388888888923,1.051897113997114,1688960,2165968
frozenset({2165968}),frozenset({1688960}),0.43833333333333335,0.7210333333333333,0.33603333333333335,0.766615969581749,1.0632184867760377,0.019980388888888923,1.1953117193439775,2165968,1688960
frozenset({1688960}),frozenset({2207184}),0.7210333333333333,0.37993333333333335,0.31166666666666665,0.43225001155748694,1.1376996268402007,0.03772206888888885,1.0921473875634449,1688960,2207184
frozenset({2207184}),frozenset({1688960}),0.37993333333333335,0.7210333333333333,0.31166666666666665,0.8203193542726793,1.1376996268402007,0.03772206888888885,1.5525693684895827,2207184,1688960
frozenset({1688960}),frozenset({2515184}),0.7210333333333333,0.4509,0.3446666666666667,0.4780176598400444,1.060141183943323,0.01955273666666668,1.051951297493579,1688960,2515184
frozenset({2515184}),frozenset({1688960}),0.4509,0.7210333333333333,0.3446666666666667,0.7643971316626007,1.060141183943323,0.01955273666666668,1.184054628176969,2515184,1688960
frozenset({1709008}),frozenset({1690640}),0.7364333333333334,0.3733,0.3174666666666667,0.43108676956502057,1.1547998113180298,0.04255610333333332,1.101573959742223,1709008,1690640
frozenset({1690640}),frozenset({1709008}),0.3733,0.7364333333333334,0.3174666666666667,0.8504330743816412,1.1547998113180298,0.04255610333333332,1.762198865671641,1690640,1709008
frozenset({1694000}),frozenset({1709008}),0.4195333333333333,0.7364333333333334,0.32626666666666665,0.7776894962656921,1.0560215854782402,0.017308335555555554,1.1855790088158207,1694000,1709008
frozenset({1709008}),frozenset({1694000}),0.7364333333333334,0.4195333333333333,0.32626666666666665,0.44303625582763767,1.0560215854782402,0.017308335555555554,1.042198298794528,1709008,1694000
frozenset({1708336}),frozenset({1709008}),0.43146666666666667,0.7364333333333334,0.39626666666666666,0.9184177997527811,1.247116009260102,0.07852023111111106,3.230688383838381,1708336,1709008
frozenset({1709008}),frozenset({1708336}),0.7364333333333334,0.43146666666666667,0.39626666666666666,0.538088987462092,1.247116009260102,0.07852023111111106,1.230828704883227,1709008,1708336
frozenset({1902656}),frozenset({1708336}),0.6296,0.43146666666666667,0.30173333333333335,0.4792460821685726,1.1107372114537375,0.030081919999999984,1.0917504676697845,1902656,1708336
frozenset({1708336}),frozenset({1902656}),0.43146666666666667,0.6296,0.30173333333333335,0.6993201483312732,1.1107372114537375,0.030081919999999984,1.2318750256937308,1708336,1902656
frozenset({2118368}),frozenset({1708336}),0.5371,0.43146666666666667,0.3065,0.5706572332898902,1.3225986556471496,0.07475925333333333,1.324194507082972,2118368,1708336
frozenset({1708336}),frozenset({2118368}),0.43146666666666667,0.5371,0.3065,0.710367737948084,1.3225986556471496,0.07475925333333333,1.5982335556148306,1708336,2118368
frozenset({2118592}),frozenset({1708336}),0.5501666666666667,0.43146666666666667,0.3131333333333333,0.5691608603453499,1.319130547771979,0.07575475555555553,1.3195953686776354,2118592,1708336
frozenset({1708336}),frozenset({2118592}),0.43146666666666667,0.5501666666666667,0.3131333333333333,0.7257416563658837,1.3191305477719788,0.07575475555555553,1.640181032863849,1708336,2118592
frozenset({1902656}),frozenset({1709008}),0.6296,0.7364333333333334,0.502,0.7973316391359593,1.0826935759778562,0.03834157333333327,1.3004825496342731,1902656,1709008
frozenset({1709008}),frozenset({1902656}),0.7364333333333334,0.6296,0.502,0.6816638754356583,1.0826935759778562,0.03834157333333327,1.1635500071093414,1709008,1902656
frozenset({2118368}),frozenset({1709008}),0.5371,0.7364333333333334,0.4933,0.9184509402345932,1.2471610105933006,0.09776165666666664,3.2320012937595117,2118368,1709008
frozenset({1709008}),frozenset({2118368}),0.7364333333333334,0.5371,0.4933,0.6698501787896619,1.2471610105933009,0.09776165666666664,1.402090718398684,1709008,2118368
frozenset({2118592}),frozenset({1709008}),0.5501666666666667,0.7364333333333334,0.4982,0.9055437746137533,1.22963441988017,0.09303892777777772,2.7903578148385693,2118592,1709008
frozenset({1709008}),frozenset({2118592}),0.7364333333333334,0.5501666666666667,0.4982,0.6765038700040736,1.22963441988017,0.09303892777777772,1.3905369852152416,1709008,2118592
frozenset({2165968}),frozenset({1709008}),0.43833333333333335,0.7364333333333334,0.3758666666666667,0.857490494296578,1.1643830547638319,0.05306338888888884,1.8494672714336535,2165968,1709008
frozenset({1709008}),frozenset({2165968}),0.7364333333333334,0.43833333333333335,0.3758666666666667,0.5103879056714796,1.1643830547638319,0.05306338888888884,1.1471666512588208,1709008,2165968
frozenset({2515184}),frozenset({1709008}),0.4509,0.7364333333333334,0.343,0.7607008205810601,1.032952727897153,0.010942210000000008,1.101410658016682,2515184,1709008
frozenset({1709008}),frozenset({2515184}),0.7364333333333334,0.4509,0.343,0.4657583850088263,1.032952727897153,0.010942210000000008,1.0278121070914172,1709008,2515184
frozenset({2118368}),frozenset({1902656}),0.5371,0.6296,0.3887,0.7237013591509961,1.1494621333402097,0.05054183999999995,1.3405784366576818,2118368,1902656
frozenset({1902656}),frozenset({2118368}),0.6296,0.5371,0.3887,0.6173761118170267,1.1494621333402097,0.05054183999999995,1.2098042341220423,1902656,2118368
frozenset({2118592}),frozenset({1902656}),0.5501666666666667,0.6296,0.3915,0.7116025446834292,1.1302454648720286,0.04511506666666665,1.2843386554621845,2118592,1902656
frozenset({1902656}),frozenset({2118592}),0.6296,0.5501666666666667,0.3915,0.6218233799237611,1.1302454648720286,0.04511506666666665,1.1894794904101917,1902656,2118592
frozenset({2118368}),frozenset({2118592}),0.5371,0.5501666666666667,0.4093333333333333,0.7621175448395705,1.385248491074651,0.11383881666666662,1.890989955648317,2118368,2118592
frozenset({2118592}),frozenset({2118368}),0.5501666666666667,0.5371,0.4093333333333333,0.744016964556195,1.385248491074651,0.11383881666666662,1.8083229585798812,2118592,2118368
"frozenset({1120112, 1688064})",frozenset({1120224}),0.44066666666666665,0.6369333333333334,0.3346,0.7593040847201211,1.192124897509087,0.053924711111111134,1.5084039388225439,1120112,1120224
"frozenset({1120112, 1120224})",frozenset({1688064}),0.3832333333333333,0.8699333333333333,0.3346,0.8730973297381927,1.0036370561784727,0.001212548888888887,1.0249324651587852,1120112,1688064
"frozenset({1688064, 1120224})",frozenset({1120112}),0.5567333333333333,0.5067333333333334,0.3346,0.6010058675607712,1.1860397333787092,0.0524846622222222,1.2362754901960786,1688064,1120112
frozenset({1120112}),"frozenset({1688064, 1120224})",0.5067333333333334,0.5567333333333333,0.3346,0.6603078542297066,1.1860397333787092,0.0524846622222222,1.3049070229796025,1120112,1688064
frozenset({1688064}),"frozenset({1120112, 1120224})",0.8699333333333333,0.3832333333333333,0.3346,0.38462717449613,1.0036370561784727,0.001212548888888887,1.0022650352843505,1688064,1120112
frozenset({1120224}),"frozenset({1120112, 1688064})",0.6369333333333334,0.44066666666666665,0.3346,0.5253297048356709,1.1921248975090868,0.053924711111111134,1.1783617787578096,1120224,1120112
"frozenset({1120112, 1120224})",frozenset({1709008}),0.3832333333333333,0.7364333333333334,0.31043333333333334,0.8100374010611464,1.0999466813848002,0.02820753222222222,1.3874661019536019,1120112,1709008
"frozenset({1120112, 1709008})",frozenset({1120224}),0.4092,0.6369333333333334,0.31043333333333334,0.758634734441186,1.191074002158027,0.04980021333333334,1.5042208572392841,1120112,1120224
"frozenset({1120224, 1709008})",frozenset({1120112}),0.5156,0.5067333333333334,0.31043333333333334,0.6020817170933541,1.1881628412577703,0.04916162666666668,1.2396180016246956,1120224,1120112
frozenset({1120112}),"frozenset({1120224, 1709008})",0.5067333333333334,0.5156,0.31043333333333334,0.6126167609525062,1.18816284125777,0.04916162666666668,1.2504412973340124,1120112,1120224
frozenset({1120224}),"frozenset({1120112, 1709008})",0.6369333333333334,0.4092,0.31043333333333334,0.48738748168306467,1.191074002158027,0.04980021333333334,1.1525274527820315,1120224,1120112
frozenset({1709008}),"frozenset({1120112, 1120224})",0.7364333333333334,0.3832333333333333,0.31043333333333334,0.42153623319603495,1.0999466813848002,0.02820753222222222,1.0662148643714138,1709008,1120112
"frozenset({1120112, 1688064})",frozenset({1650992}),0.44066666666666665,0.6576333333333333,0.30493333333333333,0.691981845688351,1.0522304916949936,0.015136244444444447,1.111514571054355,1120112,1650992
"frozenset({1120112, 1650992})",frozenset({1688064}),0.3207,0.8699333333333333,0.30493333333333333,0.9508367113605655,1.0929995149366605,0.025945713333333342,2.645605496828755,1120112,1688064
frozenset({1688064}),"frozenset({1120112, 1650992})",0.8699333333333333,0.3207,0.30493333333333333,0.350524944440187,1.0929995149366605,0.025945713333333342,1.045921616519174,1688064,1120112
frozenset({1650992}),"frozenset({1120112, 1688064})",0.6576333333333333,0.44066666666666665,0.30493333333333333,0.4636829033402606,1.0522304916949938,0.015136244444444447,1.0429153514160603,1650992,1120112
"frozenset({1120112, 1688064})",frozenset({1681904}),0.44066666666666665,0.6661333333333334,0.3229,0.7327534039334342,1.1000101139913443,0.029357244444444486,1.2492831399188604,1120112,1681904
"frozenset({1120112, 1681904})",frozenset({1688064}),0.3380666666666667,0.8699333333333333,0.3229,0.9551370538355354,1.0979428161187088,0.028804537777777806,2.8992002930402916,1120112,1688064
"frozenset({1688064, 1681904})",frozenset({1120112}),0.6367666666666667,0.5067333333333334,0.3229,0.5070931267340208,1.0007100251296293,0.0002291044444444057,1.0007299419427924,1688064,1120112
frozenset({1120112}),"frozenset({1688064, 1681904})",0.5067333333333334,0.6367666666666667,0.3229,0.6372187870017103,1.0007100251296293,0.0002291044444444057,1.0012462617104865,1120112,1688064
frozenset({1688064}),"frozenset({1120112, 1681904})",0.8699333333333333,0.3380666666666667,0.3229,0.37117786803586483,1.0979428161187088,0.028804537777777806,1.0526559096540937,1688064,1120112
frozenset({1681904}),"frozenset({1120112, 1688064})",0.6661333333333334,0.44066666666666665,0.3229,0.4847377902321858,1.1000101139913445,0.029357244444444486,1.0855314492894372,1681904,1120112
"frozenset({1120112, 1681904})",frozenset({1709008}),0.3380666666666667,0.7364333333333334,0.30773333333333336,0.9102741076710709,1.2360577210035815,0.05876977111111112,2.9374649816849834,1120112,1709008
"frozenset({1120112, 1709008})",frozenset({1681904}),0.4092,0.6661333333333334,0.30773333333333336,0.7520364939719779,1.1289579072837939,0.03515157333333335,1.3464346911957954,1120112,1681904
"frozenset({1681904, 1709008})",frozenset({1120112}),0.5615,0.5067333333333334,0.30773333333333336,0.5480558029088751,1.0815467759022663,0.023202566666666646,1.0914326809404966,1681904,1120112
frozenset({1120112}),"frozenset({1681904, 1709008})",0.5067333333333334,0.5615,0.30773333333333336,0.6072885146691225,1.081546775902266,0.023202566666666646,1.11659581239531,1120112,1681904
frozenset({1681904}),"frozenset({1120112, 1709008})",0.6661333333333334,0.4092,0.30773333333333336,0.46196957566052843,1.1289579072837939,0.03515157333333335,1.0980791666666667,1681904,1120112
frozenset({1709008}),"frozenset({1120112, 1681904})",0.7364333333333334,0.3380666666666667,0.30773333333333336,0.4178699135472774,1.2360577210035815,0.05876977111111112,1.1370883394240985,1709008,1120112
"frozenset({1120112, 1688064})",frozenset({1688960}),0.44066666666666665,0.7210333333333333,0.3453,0.7835854765506808,1.086753469396719,0.027564644444444453,1.2890385646044507,1120112,1688960
"frozenset({1120112, 1688960})",frozenset({1688064}),0.3616,0.8699333333333333,0.3453,0.9549225663716815,1.0976962599107383,0.030732106666666703,2.88540531697342,1120112,1688064
frozenset({1688064}),"frozenset({1120112, 1688960})",0.8699333333333333,0.3616,0.3453,0.39692696758372287,1.097696259910738,0.030732106666666703,1.058578257830866,1688064,1120112
frozenset({1688960}),"frozenset({1120112, 1688064})",0.7210333333333333,0.44066666666666665,0.3453,0.47889602884748744,1.086753469396719,0.027564644444444453,1.0733622545540575,1688960,1120112
"frozenset({1120112, 1688064})",frozenset({1709008}),0.44066666666666665,0.7364333333333334,0.3898333333333333,0.8846444780635401,1.201255345218223,0.06531171111111106,2.2848205464480866,1120112,1709008
"frozenset({1120112, 1709008})",frozenset({1688064}),0.4092,0.8699333333333333,0.3898333333333333,0.9526718800912348,1.0951090659336749,0.033856613333333285,2.7481900172116975,1120112,1688064
"frozenset({1688064, 1709008})",frozenset({1120112}),0.7029333333333333,0.5067333333333334,0.3898333333333333,0.5545808042488619,1.0944233737314732,0.03363358222222218,1.1074212143795024,1688064,1120112
frozenset({1120112}),"frozenset({1688064, 1709008})",0.5067333333333334,0.7029333333333333,0.3898333333333333,0.7693066701749769,1.0944233737314732,0.03363358222222218,1.2877124227735004,1120112,1688064
frozenset({1688064}),"frozenset({1120112, 1709008})",0.8699333333333333,0.4092,0.3898333333333333,0.44811862978005973,1.0951090659336749,0.033856613333333285,1.0705199194612232,1688064,1120112
frozenset({1709008}),"frozenset({1120112, 1688064})",0.7364333333333334,0.44066666666666665,0.3898333333333333,0.5293531887928302,1.2012553452182229,0.06531171111111106,1.1884354042444059,1709008,1120112
"frozenset({1120112, 1688960})",frozenset({1709008}),0.3616,0.7364333333333334,0.32513333333333333,0.8991519174041298,1.220954941480283,0.05883904000000001,2.6135020109689213,1120112,1709008
"frozenset({1120112, 1709008})",frozenset({1688960}),0.4092,0.7210333333333333,0.32513333333333333,0.7945584881068751,1.1019719219271533,0.030086493333333353,1.3578885011895319,1120112,1688960
"frozenset({1688960, 1709008})",frozenset({1120112}),0.5937666666666667,0.5067333333333334,0.32513333333333333,0.5475776118565093,1.0806031019402236,0.024251971111111104,1.090279083426397,1688960,1120112
frozenset({1120112}),"frozenset({1688960, 1709008})",0.5067333333333334,0.5937666666666667,0.32513333333333333,0.6416261018287067,1.0806031019402236,0.024251971111111104,1.1335460964268231,1120112,1688960
frozenset({1688960}),"frozenset({1120112, 1709008})",0.7210333333333333,0.4092,0.32513333333333333,0.4509269104525912,1.1019719219271535,0.030086493333333353,1.0759951839690158,1688960,1120112
frozenset({1709008}),"frozenset({1120112, 1688960})",0.7364333333333334,0.3616,0.32513333333333333,0.4414973068392703,1.220954941480283,0.05883904000000001,1.1430562606370045,1709008,1120112
"frozenset({1120224, 1688064})",frozenset({1379840}),0.5567333333333333,0.5256666666666666,0.33953333333333335,0.6098670817866124,1.1601783420163838,0.046877177777777834,1.2158249437282589,1120224,1379840
"frozenset({1120224, 1379840})",frozenset({1688064}),0.3705333333333333,0.8699333333333333,0.33953333333333335,0.9163368118028068,1.053341419039168,0.017194035555555598,1.554646308243728,1120224,1688064
"frozenset({1688064, 1379840})",frozenset({1120224}),0.4812,0.6369333333333334,0.33953333333333335,0.7055971183153228,1.107803723543002,0.03304101333333331,1.233230682352941,1688064,1120224
frozenset({1120224}),"frozenset({1688064, 1379840})",0.6369333333333334,0.4812,0.33953333333333335,0.5330751517688926,1.107803723543002,0.03304101333333331,1.1110995740865277,1120224,1688064
frozenset({1688064}),"frozenset({1120224, 1379840})",0.8699333333333333,0.3705333333333333,0.33953333333333335,0.39029810713464635,1.053341419039168,0.017194035555555598,1.0324171107759341,1688064,1120224
frozenset({1379840}),"frozenset({1120224, 1688064})",0.5256666666666666,0.5567333333333333,0.33953333333333335,0.6459099556119214,1.1601783420163838,0.046877177777777834,1.251847301814709,1379840,1120224
"frozenset({1120224, 1379840})",frozenset({1709008}),0.3705333333333333,0.7364333333333334,0.3167,0.854713925872616,1.160612763145724,0.043826902222222186,1.814122022703817,1120224,1709008
"frozenset({1120224, 1709008})",frozenset({1379840}),0.5156,0.5256666666666666,0.3167,0.6142358417377812,1.1684892360262167,0.04566626666666668,1.2295941008882187,1120224,1379840
"frozenset({1379840, 1709008})",frozenset({1120224}),0.4478666666666667,0.6369333333333334,0.3167,0.7071300982435248,1.1102105373302147,0.031438791111111086,1.2396858280389662,1379840,1120224
frozenset({1120224}),"frozenset({1379840, 1709008})",0.6369333333333334,0.4478666666666667,0.3167,0.4972262926522922,1.1102105373302147,0.031438791111111086,1.0981746365497378,1120224,1379840
frozenset({1379840}),"frozenset({1120224, 1709008})",0.5256666666666666,0.5156,0.3167,0.6024730500951173,1.1684892360262167,0.04566626666666668,1.218533737438188,1379840,1120224
frozenset({1709008}),"frozenset({1120224, 1379840})",0.7364333333333334,0.3705333333333333,0.3167,0.43004571583759554,1.160612763145724,0.043826902222222186,1.104416063108852,1709008,1120224
"frozenset({1650992, 1681904})",frozenset({1120224}),0.4971333333333333,0.6369333333333334,0.3171,0.6378570470698672,1.0014502518367185,0.00045920888888889566,1.0025506881441708,1650992,1120224
"frozenset({1650992, 1120224})",frozenset({1681904}),0.4135666666666667,0.6661333333333334,0.3171,0.7667445796727653,1.1510376996688831,0.04160945777777775,1.4313350840820083,1650992,1681904
"frozenset({1681904, 1120224})",frozenset({1650992}),0.42946666666666666,0.6576333333333333,0.3171,0.7383576529028252,1.1227497383083156,0.03466840444444447,1.308529259369129,1681904,1650992
frozenset({1650992}),"frozenset({1681904, 1120224})",0.6576333333333333,0.42946666666666666,0.3171,0.4821835876121446,1.1227497383083156,0.03466840444444447,1.1018061994257373,1650992,1681904
frozenset({1681904}),"frozenset({1650992, 1120224})",0.6661333333333334,0.4135666666666667,0.3171,0.47603082465972774,1.151037699668883,0.04160945777777775,1.1192134211950466,1681904,1650992
frozenset({1120224}),"frozenset({1650992, 1681904})",0.6369333333333334,0.4971333333333333,0.3171,0.497854301863094,1.0014502518367185,0.00045920888888889566,1.0014357755775578,1120224,1650992
"frozenset({1650992, 1120224})",frozenset({1688064}),0.4135666666666667,0.8699333333333333,0.39426666666666665,0.9533327960022567,1.0958687976116064,0.03449123777777774,2.7871107656879643,1650992,1688064
"frozenset({1688064, 1120224})",frozenset({1650992}),0.5567333333333333,0.6576333333333333,0.39426666666666665,0.7081786612381751,1.076859437231753,0.02814026888888893,1.1732064149911094,1688064,1650992
frozenset({1650992}),"frozenset({1688064, 1120224})",0.6576333333333333,0.5567333333333333,0.39426666666666665,0.5995235440214912,1.076859437231753,0.02814026888888893,1.1068482554950851,1650992,1688064
frozenset({1688064}),"frozenset({1650992, 1120224})",0.8699333333333333,0.4135666666666667,0.39426666666666665,0.45321480573224,1.0958687976116062,0.03449123777777774,1.072511361831348,1688064,1650992
"frozenset({1650992, 1688960})",frozenset({1120224}),0.5192333333333333,0.6369333333333334,0.33263333333333334,0.6406239969185338,1.0057944268136914,0.0019163155555555478,1.010269643920448,1650992,1120224
